rep,top_k,mean_mu,median_mu,mean_sigma,median_sigma,mean_EI,median_EI,overlap_with_EI
215,50,-0.04433647323122989,-0.03279742038583114,0.136218927662048,0.13402254668370028,0.023373587052828437,0.02393456921383659,0.18
216,50,-0.03498151572931429,-0.02605907606401629,0.13765148668843452,0.13677413430180752,0.025180124550636434,0.025354120231904892,0.16
217,50,-0.039191154155390005,-0.02662159435901506,0.13482227438988004,0.13165439302119025,0.023728538866968112,0.024745801902036263,0.18
218,50,-0.035793077627002914,-0.026057850906230074,0.13690125362694247,0.13857238266291852,0.025098578114691582,0.0281125311789527,0.18
219,50,-0.04003125641593169,-0.03179156114583992,0.1388963634989682,0.1388323249933821,0.024754878872143962,0.027503205130052194,0.16
220,50,-0.040248118039123454,-0.02682803229330594,0.12937040071309566,0.12548266939248165,0.02220169245918578,0.023015715758672374,0.16
221,50,-0.03802140548044586,-0.03294092597061632,0.1377439796902673,0.13470563686595688,0.024161015522938905,0.024067308247289393,0.12
222,50,-0.034945577975134305,-0.02798727589630644,0.13742686595799725,0.13474588903971124,0.025326368616652547,0.02635650535396085,0.14
223,50,-0.033013810986089506,-0.030545069983846946,0.13574821079114543,0.13529464079824513,0.025102204767808237,0.025552871172505834,0.12
224,50,-0.03705994158011617,-0.032799311002430664,0.1420463924476921,0.14738228538529158,0.025985219058637224,0.03017058946476721,0.26
225,50,-0.03342013357463444,-0.028245762256063872,0.13567612430933765,0.13708500084013997,0.02484606042960582,0.025511374313591413,0.1
226,50,-0.035335531455690176,-0.027120050064072733,0.13679914986028957,0.1304809293470155,0.02508351333460703,0.02585946170330164,0.22
227,50,-0.029751120245586633,-0.026395423342374137,0.13959943960350865,0.13699908492239524,0.027023194086013377,0.02844737690357317,0.28
228,50,-0.03487577740026456,-0.03219852518439541,0.1357701048381702,0.13548931665864558,0.024275261515179093,0.02442816301755623,0.18
229,50,-0.030297685303202263,-0.02981898951058932,0.13606816140841638,0.13402254668370028,0.025360162154236823,0.026062180740014526,0.16
230,50,-0.040830920794380984,-0.031642275307107434,0.1364855789226058,0.13671881425515614,0.024209524006647568,0.025904974444920608,0.16
231,50,-0.03282812385398509,-0.02558884151959232,0.13721984396441017,0.13544395256648284,0.025747321130556368,0.0281125311789527,0.2
232,50,-0.040204244392844195,-0.026774431513594522,0.13546582990774655,0.1340440088203363,0.023991262260171363,0.023463411335909415,0.24
233,50,-0.04198421541228549,-0.027478123456454666,0.14008871664642658,0.14104827361464317,0.025141588786875713,0.027701268178067492,0.24
234,50,-0.03455926129924499,-0.030978720593531614,0.13712777106334134,0.1370187867097668,0.025186489856347184,0.025514207694381272,0.18
235,50,-0.03852828370689689,-0.029225068022373967,0.13882418504478863,0.14075234912944962,0.02551068739911435,0.024689389056257262,0.28
236,50,-0.038227681827608745,-0.030802654416830846,0.13647554700621117,0.13516676540621878,0.024077336454985256,0.024592788059397477,0.08
237,50,-0.03175689153020133,-0.026025313121042927,0.13921736682906424,0.14121700457116548,0.026526895821366074,0.028412456591383806,0.2
238,50,-0.031403892128919406,-0.025999133535587672,0.13283995415722447,0.13289178393045747,0.024248719126697203,0.02336460817846374,0.12
239,50,-0.03341072598488181,-0.029884002473671234,0.13981404379577553,0.14283774273164035,0.026411965926186193,0.02951051009449561,0.22
240,50,-0.03309135243128926,-0.02614491673204239,0.139231133667365,0.14394730586535753,0.02652648867251818,0.02962088677007284,0.28
241,50,-0.03652611677754285,-0.028008218190211216,0.1401204282818833,0.13847344980103338,0.0261764595796414,0.03020496623026893,0.28
242,50,-0.03012690659305821,-0.025171185162565352,0.1357840381533959,0.13545418638822393,0.026315485907868964,0.02944764425955832,0.18
243,50,-0.039598676623230425,-0.03138581400091831,0.13920789832878486,0.1389972732961332,0.024751218815543482,0.026747973088073074,0.1
244,50,-0.03278730828002129,-0.029341963015017864,0.13401671064422221,0.1340440088203363,0.025057598687060277,0.02661944209737602,0.16
245,50,-0.03868848549172237,-0.03219185434899131,0.13128749992637262,0.1274742266496598,0.022450772065455236,0.020393463302159437,0.16
246,50,-0.030251295000411047,-0.02649138711807563,0.14479112856022472,0.15123737663748987,0.028426727425637486,0.031492609921506744,0.22
247,50,-0.04226056270280948,-0.033646617206603266,0.13147859310656346,0.1293214658814193,0.02245846181118103,0.020950126518765766,0.16
248,50,-0.03343818821958334,-0.030179799805756906,0.1318316616792355,0.13103098316261363,0.02394793383427242,0.02584345963564478,0.12
249,50,-0.03396799147346327,-0.02856527745704637,0.138690680541891,0.14487543313468065,0.02595562654965307,0.026035490632226203,0.16
250,50,-0.039492736442531096,-0.03797519254281737,0.134622511693681,0.13266683252628697,0.022782944860743174,0.021611801129803963,0.16
251,50,-0.03524170817322872,-0.02587612377274797,0.13732935340418181,0.13840468232691894,0.025278242000458126,0.025397013645811692,0.24
252,50,-0.03244028492377094,-0.026246863886279573,0.13587472478764095,0.13387682838266712,0.024951691165493492,0.023337180011450777,0.16
253,50,-0.03687683439296868,-0.02638185008442057,0.1356103886651003,0.13592578617346973,0.024513976159777982,0.024592788059397477,0.16
254,50,-0.03908308255251409,-0.02745650265745258,0.1398423023892819,0.13943673369833595,0.02563898190744316,0.028372146178931665,0.18
255,50,-0.03632288994393712,-0.02856527745704637,0.1389901286906727,0.14092314359834907,0.025806996182031902,0.029663151932197842,0.2
256,50,-0.03661718134619485,-0.031370691920710694,0.13458347111557578,0.13459804631655542,0.02389111849516131,0.02437380525546265,0.14
257,50,-0.03586477808873553,-0.028440972806048986,0.1395827943478521,0.13809765808664254,0.02534586332548424,0.02667674062950959,0.16
258,50,-0.04059841480595685,-0.032789678757870075,0.13823210094909139,0.1396342059672761,0.024309653324757284,0.02579868961187133,0.14
259,50,-0.03746012871965549,-0.032386610670412985,0.13730065197400035,0.13964436642570757,0.024444781702611964,0.024222055182317046,0.16
260,50,-0.03656291859531205,-0.027401907931313994,0.13675662220608042,0.13976722192655983,0.024710617507508404,0.02525690656854497,0.14
261,50,-0.03288727072528736,-0.027339141143757822,0.13965059370210053,0.1410634092930257,0.026702571299527557,0.027879209641601906,0.2
262,50,-0.03232720857698037,-0.026594316280985287,0.14094649698639655,0.14089632357314763,0.026626760125357026,0.0277816098380171,0.14
263,50,-0.03125381711955708,-0.025171185162565352,0.13472649428108036,0.13574619964504475,0.0248730135708254,0.02486325787210078,0.14
264,50,-0.031106580861257282,-0.02708596481031446,0.13510480892397425,0.13337356331197497,0.024915857060551848,0.025810796527878287,0.12
265,50,-0.04037665479941381,-0.031051854334081183,0.1371980626512308,0.13553057973726584,0.024291664737606543,0.025149637718664134,0.16
266,50,-0.03283187546094367,-0.027696929037896688,0.131324317518122,0.1251285939976291,0.023431239104578595,0.023606694644057874,0.1
267,50,-0.035315856476507194,-0.029717689046422704,0.14067083284676174,0.13882100614136955,0.026236649297725307,0.026766762796059013,0.2
268,50,-0.03908088643511913,-0.03169755189828915,0.13484186043124374,0.13184959908119054,0.02378183051429972,0.023064161990831673,0.14
269,50,-0.03543745656967214,-0.030085729700379097,0.13881203039896536,0.1379623688196978,0.025248892794755444,0.025421091548199,0.24
270,50,-0.04305828629363897,-0.02932083956830476,0.1404988188754102,0.13961180792003075,0.024844595600817056,0.026753136372635856,0.16
271,50,-0.03447604886399838,-0.02729267692355887,0.1347818388962959,0.12957385873192906,0.024702627277574937,0.025397013645811692,0.16
272,50,-0.030509809779525526,-0.02852638112410455,0.13876759271645178,0.13688907007077233,0.02626820057844629,0.02584922283075674,0.16
273,50,-0.03441124479310928,-0.0280628129163498,0.13810656493190224,0.13763524487233197,0.026007435860858123,0.0271869058345681,0.24
274,50,-0.03117345813166762,-0.029449700053191162,0.13790310625363741,0.13548931665864558,0.02598081748449212,0.0279900267662108,0.18
275,50,-0.03699026626426894,-0.029406892894532546,0.13724128829224788,0.13794611141066443,0.024832965709608575,0.0271869058345681,0.22
276,50,-0.03474984440699816,-0.025685896693134435,0.13761864357610887,0.13976969517541257,0.02619196484779214,0.02873154734311774,0.18
277,50,-0.04257736940241977,-0.03265486609112221,0.13717712230234094,0.136538040757288,0.023253970127674477,0.025150573170380698,0.12
278,50,-0.037434151440995926,-0.025831679889589152,0.1334429932679335,0.12864509874167682,0.023444223665095656,0.022400277974182176,0.14
279,50,-0.03783112616314029,-0.030029747505606483,0.13439692437669992,0.13544481159955893,0.023421815968674944,0.024699653730907517,0.2
280,50,-0.03384877926580466,-0.028361375175846373,0.13711252463660334,0.13478383894785806,0.025528056003470335,0.027991602291969855,0.14
281,50,-0.043369069346646055,-0.03176930049958465,0.13258525287655,0.1272986408182375,0.022149231884860655,0.02148969912409821,0.08
282,50,-0.03468554250710783,-0.027694220887222436,0.13806270786660882,0.13533702122183494,0.025266157952056646,0.027601445562911407,0.2
283,50,-0.024741159082396935,-0.023536806654544638,0.13935743169868667,0.14377822968182247,0.028427558797599485,0.03173435598544502,0.3
284,50,-0.030599325356164005,-0.0275982399881371,0.13847932246593536,0.13728873166368952,0.026359763238566165,0.02676015261714918,0.22
285,50,-0.034236558177468436,-0.028008218190211216,0.13651463750924475,0.13696200563604155,0.024726856647280682,0.02609239693207315,0.18
286,50,-0.04075830152158442,-0.028442221609490753,0.1364090436885792,0.13520149286163446,0.02384067680885536,0.02545818077022044,0.18
287,50,-0.038963541118704655,-0.028542301051579975,0.13520358048211473,0.13328459598080009,0.023477981448389813,0.02576528378625932,0.08
288,50,-0.030182356141761207,-0.027401907931313994,0.1373446572130842,0.1416601016704794,0.026057958449786645,0.02615733835807702,0.2
289,50,-0.04254420854529987,-0.031136614083667972,0.14316564423931444,0.14041509864822704,0.025535024377568553,0.027094898471410136,0.18
290,50,-0.034842450621158046,-0.0263120151246369,0.14073439211102542,0.1394913732495024,0.026436132391958064,0.02711254721667212,0.26
291,50,-0.03994172981988382,-0.030781646713177048,0.13517964937524887,0.1300221772154714,0.023273081316039244,0.02319381079216251,0.18
292,50,-0.03577382241432714,-0.026388809306435987,0.137936093408616,0.13964436642570757,0.025070771873077772,0.028122660059403982,0.2
293,50,-0.047633873693748816,-0.03056321718707706,0.13976695484321155,0.1385809494816826,0.023561513117991414,0.024897503410066867,0.1
294,50,-0.033222727524825794,-0.030210381729812958,0.1375293997562181,0.13882347939022227,0.025573719720545725,0.025511374313591413,0.18
295,50,-0.04322728551236756,-0.030029747505606483,0.1347310333474234,0.13063807112735515,0.02331519599188099,0.02336273750022915,0.18
296,50,-0.035372786682626646,-0.026594316280985287,0.13857999886234518,0.13840715557577166,0.025609466092692407,0.0310649584137754,0.26
297,50,-0.04179167660501451,-0.027570867187495122,0.13308670062050085,0.13350678557885515,0.02263064317968642,0.02392145460220232,0.06
298,50,-0.03405796739899035,-0.02342448006637911,0.13579904504564974,0.12934581007572893,0.02514881246725772,0.023969564729417747,0.26
299,50,-0.03264350445326883,-0.0260770216321786,0.1377578225021947,0.1367779765998636,0.026374378704629508,0.02972027687418129,0.22
300,50,-0.03773339159427481,-0.030257376550194517,0.13885689888673572,0.1389972732961332,0.024975282204530727,0.026163676151060234,0.14
301,50,-0.026805913811400246,-0.024858422088478844,0.13800390817372368,0.13446789942762225,0.02725162262082783,0.030599600374474872,0.24
302,50,-0.03491758443368398,-0.0265482604969536,0.13432442696097374,0.13498073379426265,0.024326408149010593,0.02604617867235766,0.14
303,50,-0.04018438961911912,-0.030862461865597615,0.1309970491316872,0.12441741986814307,0.022167163479590454,0.023441205845415147,0.1
304,50,-0.037417254144617836,-0.03225041305918393,0.13758860005286408,0.13644371732685037,0.0246118386904592,0.02486330643721578,0.2
305,50,-0.03654095710173257,-0.02872420893721936,0.138674139937246,0.13720194147861714,0.024755138755571008,0.024512103402403465,0.2
306,50,-0.037265959371280015,-0.03017644565471464,0.13811205519522296,0.1375817333232856,0.024868638901319195,0.026165965846324073,0.14
307,50,-0.03495888883336862,-0.0260770216321786,0.13542406176556257,0.13311218527020893,0.024448886434930636,0.023463411335909415,0.18
308,50,-0.04009788860004407,-0.02881297140631719,0.13345441409643846,0.13429764361200608,0.023102171344411965,0.022384199008638535,0.14
309,50,-0.028758141185539897,-0.027166514284271685,0.14443402387457907,0.14941754171104624,0.02885190019380106,0.030652812332513033,0.28
310,50,-0.03655702756751233,-0.026989307317797327,0.13394822658030411,0.13240391169101356,0.023676547366795003,0.021546491310608,0.2
311,50,-0.028772057626437923,-0.025324566832952304,0.1315274871793397,0.126923609513768,0.024216838671467466,0.02393456921383659,0.18
312,50,-0.03369500178182066,-0.03204866291613036,0.13890792556633794,0.13460112169450242,0.025775591750080012,0.0276277710090245,0.28
313,50,-0.03887718690705322,-0.027694220887222436,0.13837925826531294,0.13551554644370925,0.025073481945720524,0.0258652248984136,0.22
314,50,-0.03700924495936315,-0.026594316280985287,0.1369160541461708,0.13478383894785806,0.024348955449907707,0.0224510273729977,0.2
315,50,-0.03309220608660366,-0.02605907606401629,0.136779170702,0.13494694746773112,0.02555684457037214,0.027614436192562472,0.18
316,50,-0.034503502243319724,-0.028848513588216742,0.13942068278501876,0.1393898095298087,0.025717031970427996,0.026184028465865344,0.3
317,50,-0.03888643710236429,-0.02745650265745258,0.13510194897657812,0.13110238582509803,0.02369500595042475,0.02354083253371929,0.14
318,50,-0.03236193906079709,-0.0272164613984182,0.1396058694503832,0.13892366203999734,0.026386120260658383,0.029669286289270107,0.2
319,50,-0.027533969761377352,-0.024958489232061936,0.13433982877981854,0.13570083555288204,0.025723247114524492,0.0261141795780373,0.16
320,50,-0.038389216868155385,-0.02966170685165009,0.14076649681188969,0.14160360340784853,0.02567720528742071,0.026159549512359926,0.22
321,50,-0.03230495532642818,-0.027221109010410274,0.13165827778807335,0.12647417837205766,0.024066615027917262,0.024244796372038125,0.2
322,50,-0.03066479454230118,-0.025278984179433146,0.13486572584546355,0.13508015401144052,0.02508296456165368,0.024485519209516637,0.18
323,50,-0.03890256117017417,-0.029605296414409857,0.14198113302186383,0.1402484468514804,0.025643579674803966,0.02576528378625932,0.22
324,50,-0.03491667960212193,-0.028174260397623583,0.1386854560419415,0.1370187867097668,0.025377576773853168,0.026133302738557584,0.1
325,50,-0.04421118143270089,-0.031920677081162106,0.13571826034712264,0.13060237435275207,0.02317201497753091,0.024288229974033425,0.2
326,50,-0.038257810423566886,-0.030443133205148902,0.1433083252498656,0.14986299807455689,0.02636605492426637,0.029663151932197842,0.16
327,50,-0.03446300771973672,-0.029111378787525483,0.13701602673247146,0.13435047548391166,0.025337831893080347,0.02603315996375464,0.2
328,50,-0.03188299034404593,-0.028442221609490753,0.13681404560815807,0.13599652101762005,0.02554323923857228,0.026111753433659388,0.18
329,50,-0.03978490738116394,-0.027671926133832663,0.14076457129001144,0.1399394430432363,0.025537023406858258,0.027362462421536362,0.22
330,50,-0.03301453231534531,-0.026884162433013406,0.1378324097970119,0.13891961600191016,0.025610608300030657,0.02609239693207315,0.22
331,50,-0.03244496566591835,-0.025606447568513817,0.13837240342003596,0.136323247045268,0.026664996443950262,0.029465442978987354,0.22
332,50,-0.034570037806014836,-0.02729267692355887,0.1397715580893626,0.13766852350835795,0.025845740766655485,0.026301764609565202,0.22
333,50,-0.03564733739288514,-0.02785855288109293,0.1439322469367191,0.14548348810454187,0.027068250040151585,0.029876508811238205,0.26
334,50,-0.03251197008875526,-0.029037603437134386,0.13849338681647339,0.13788875756356195,0.025700555352314542,0.02562514620471179,0.22
335,50,-0.032756012878558664,-0.030545069983846946,0.1420758749145008,0.1416601016704794,0.026884615402054012,0.02721430763091559,0.24
336,50,-0.03682993490141328,-0.031256698065596125,0.13880863825071166,0.1340440088203363,0.024953722971867234,0.025109698347531777,0.22
337,50,-0.03609060651238839,-0.027366989823313835,0.13389839983703367,0.13304252520273052,0.02414895395910368,0.023721098217433907,0.16
338,50,-0.03375873326412528,-0.02614491673204239,0.1400365539557712,0.14015013073063307,0.02642387920891317,0.02946284907965749,0.24
339,50,-0.03338462744681248,-0.02627065486363238,0.1334277063168957,0.1321270618732669,0.024606527528336638,0.026348649929920608,0.22
340,50,-0.037041407595268895,-0.029120302612319904,0.1445369009664637,0.14562802125189955,0.027037700861065855,0.029508934568736555,0.24
341,50,-0.025559103858528963,-0.025831679889589152,0.13848960730992138,0.14467782982561062,0.02742602562366749,0.02950992167746868,0.22
342,50,-0.03457492466034744,-0.026315084274187543,0.13695107536081763,0.13451984423465424,0.025409146120735464,0.027470902982959847,0.14
343,50,-0.035322428886602614,-0.025613167104684337,0.13583951848812378,0.13245809998251135,0.02464491560038579,0.02354083253371929,0.2
344,50,-0.03276772017142363,-0.026338308070814033,0.13382746531073786,0.13149573105671217,0.024365055543159486,0.02605373345394859,0.14
345,50,-0.0346634135170375,-0.03160577816497346,0.13540627135860586,0.13358081807991365,0.024449058565228957,0.025195343194154146,0.16
346,50,-0.04134946333577306,-0.02787582841503266,0.13695990515617518,0.13592578617346973,0.02406863401046067,0.025981458421742636,0.2
347,50,-0.04369418382736542,-0.028173011594181816,0.13246390176385642,0.1281946517688062,0.022513247038906902,0.020081311435957143,0.14
348,50,-0.03977322812037909,-0.035613737594807744,0.13643893032252388,0.1349985998225609,0.023369603332604964,0.02297427300638035,0.16
349,50,-0.03226802603852453,-0.02660802110106149,0.1375763740652248,0.1357453406119687,0.02554501190773162,0.02593188572809777,0.1
350,50,-0.0370271692913155,-0.027478797410842352,0.1359306976611695,0.13750896571889354,0.02434970010142526,0.0253023232435263,0.16
351,50,-0.03924284489235273,-0.02595614329973038,0.1371367408164717,0.1353823853139977,0.024875759388218913,0.025909034396946504,0.16
352,50,-0.0349586261187702,-0.02622239889390296,0.13009255146774626,0.12530903842141802,0.023070469879770017,0.022976143684614935,0.16
353,50,-0.030159380380918636,-0.027166514284271685,0.13675160203329362,0.13270013379012713,0.025708829982778517,0.02584345963564478,0.18
354,50,-0.03498063283889593,-0.02185704777879136,0.13589783032115346,0.12982147735376526,0.025347451050913534,0.02639213366485092,0.24
355,50,-0.03445322350395429,-0.029530704545105563,0.13832129490515999,0.13162705040092093,0.025522170918184876,0.024375069024955832,0.3
356,50,-0.035820021905073975,-0.02743323403987892,0.13811927485058778,0.14113525793352283,0.025502074551319042,0.02770422452031064,0.2
357,50,-0.03437532158509452,-0.028647965458059012,0.14276131506195278,0.13961180792003075,0.026554380581254203,0.02727669416231627,0.24
358,50,-0.03366231665563954,-0.026925991096222533,0.1347578741283688,0.13329660577394656,0.024731530798924255,0.023907141046823625,0.22
359,50,-0.033154236214853146,-0.02816306308087835,0.13436615669138202,0.13453040517110065,0.024628831399658248,0.025015007945246387,0.14
360,50,-0.041403434815688665,-0.03160087456437302,0.13765785152556373,0.13987904720555705,0.023616142061520157,0.021962258810236876,0.14
361,50,-0.032056621474254525,-0.026912417838268966,0.13999153191901584,0.1378601954929197,0.02685105520759947,0.0271869058345681,0.24
362,50,-0.03485014840915717,-0.024900061629429534,0.13591442447649682,0.13527369675086665,0.02486425327762276,0.026503221167771613,0.18
363,50,-0.031711564828621155,-0.02663901567997394,0.13414387847494766,0.12907384725958304,0.024558034137343632,0.025162680086387654,0.2
364,50,-0.034922068836061075,-0.027120050064072733,0.13935025257608905,0.13437584623589927,0.02568836451155422,0.026747973088073074,0.22
365,50,-0.03555716604717631,-0.02592102071632465,0.1367926993188555,0.13443086587888625,0.024977696506576167,0.0277816098380171,0.2
366,50,-0.03339856863323911,-0.026437599883904615,0.1395779115800178,0.13944206005220705,0.02628191580870616,0.029727621724116922,0.26
367,50,-0.03476233767629572,-0.0255603254319682,0.1316936028540763,0.13103098316261363,0.023718391749820964,0.023441205845415147,0.16
368,50,-0.03020148353519593,-0.027478123456454666,0.13825488197187272,0.1427935220685222,0.02615190881022237,0.026341994775248637,0.2
369,50,-0.030664650154104425,-0.028051334826973612,0.13676572326879635,0.13648017202905466,0.02570756265871087,0.026334978530735312,0.2
370,50,-0.035889695797365596,-0.026080090781729248,0.139232747890216,0.1383050813780126,0.025989322332287526,0.02878724701182823,0.2
371,50,-0.03388469225631936,-0.029338608863975595,0.1400240677155298,0.13471965925464757,0.025987409873198856,0.027524472782428207,0.24
372,50,-0.048301140851152724,-0.03448044008536461,0.13789792302971665,0.13516676540621878,0.022877763357576086,0.02483922853482847,0.14
373,50,-0.03525502945117742,-0.030903862608332028,0.14032861735331262,0.14330062609917477,0.025790639095502832,0.027111737395939965,0.22
374,50,-0.03301245351113243,-0.026664151240768957,0.1384716008006739,0.1399394430432363,0.02597573317371825,0.026343486645357825,0.2
375,50,-0.03776994040472069,-0.028844638597735707,0.14139575877825097,0.13964436642570757,0.02560705404736327,0.026749958284681616,0.14
376,50,-0.04482086025577978,-0.032453665580672086,0.13749393734053414,0.1373258109500432,0.02317812504929374,0.025162728651502653,0.16
377,50,-0.03833150287339156,-0.028045293071482083,0.13067243109219018,0.12682173752016576,0.022534547873516674,0.02201121071726171,0.12
378,50,-0.03856322771351836,-0.028340645426229175,0.14094146883234593,0.1392512971632029,0.025507502944574493,0.02593188572809777,0.24
379,50,-0.04101639270226895,-0.027014659021117146,0.14323658066448608,0.14473572959161396,0.025914860344366977,0.028119325353207207,0.22
380,50,-0.03332646920170351,-0.02825523710817361,0.13661781254164113,0.13708500084013997,0.0252705244270144,0.025904974444920608,0.16
381,50,-0.03242587022251132,-0.025942035434037607,0.138196567833133,0.13944206005220705,0.026353818797063618,0.02949703088748771,0.22
382,50,-0.03406214493085275,-0.030262498980942427,0.1431823124077186,0.14649588025995158,0.026988426382884557,0.032204208732193124,0.26
383,50,-0.0380890002345931,-0.03381455158945123,0.13894280378492108,0.14237062168181241,0.024771639287102756,0.026073089955534826,0.18
384,50,-0.02665942349733211,-0.0255780445212786,0.14250862225542618,0.14314164758642628,0.02861885735621618,0.030921981932871254,0.22
385,50,-0.03430480781343345,-0.027120050064072733,0.13997433250847396,0.14129254324427246,0.026216159828572574,0.029558321196665946,0.26
386,50,-0.03339850343266528,-0.026575483315874344,0.13661030105898053,0.13616477675893704,0.025590635559258983,0.026171729041436033,0.2
387,50,-0.04496988350964983,-0.029038852240576153,0.13702133682481807,0.14038294948352625,0.023809995884777956,0.02584345963564478,0.2
388,50,-0.03635912478270969,-0.02708596481031446,0.13369199876690374,0.12916619842678723,0.024195706130086193,0.025055459801621813,0.16
389,50,-0.03766723704043179,-0.030415127141250352,0.14303056189509344,0.1442430956570751,0.026187709389679178,0.026529159331983607,0.22
390,50,-0.03061685212936542,-0.02883074070198803,0.13521143236406197,0.1321270618732669,0.025206471803821646,0.025909034396946504,0.16
391,50,-0.042400478452139304,-0.034748751179566495,0.13295137340445803,0.1272304789508061,0.021805128693628,0.022376624471104598,0.14
392,50,-0.03330183693667823,-0.02635932278852699,0.14078317091996134,0.13991119637025784,0.026373576755201,0.02976832416265052,0.2
393,50,-0.035371101794557804,-0.026091129497871374,0.13869232359295772,0.13734179748071002,0.026266109114630506,0.028198435450199337,0.28
394,50,-0.04146280593344116,-0.03083168262512364,0.13472228962298552,0.13432294938824962,0.023400838578095953,0.02473195968494763,0.12
395,50,-0.03492821124687555,-0.028340645426229175,0.13194348893692392,0.13149573105671217,0.023153774091044417,0.022938797956916654,0.08
396,50,-0.02508412558249093,-0.024668169188665455,0.13668582471536758,0.13625251220111767,0.026773724199084678,0.027470902982959847,0.16
397,50,-0.028777627074181113,-0.027478123456454666,0.13837181951656613,0.1393631224422001,0.02653311674775157,0.027871398165765268,0.22
398,50,-0.03564848369707967,-0.024491895277431133,0.14383141528755317,0.14095529276304988,0.02711378316525221,0.029565666046601578,0.22
399,50,-0.03195179741260952,-0.026774431513594522,0.13822183323800574,0.1415438458934929,0.026253891974789747,0.02844395567485209,0.18
400,50,-0.028653310574014927,-0.026091129497871374,0.13275775083367933,0.1299260072130096,0.02508077264383203,0.026594852701563802,0.14
401,50,-0.033946391645370944,-0.02657907315154532,0.13495698247755614,0.13333853550548402,0.024697803608583667,0.024066701338547988,0.18
402,50,-0.04403422523641403,-0.029948932353185916,0.13644473409391128,0.13287438512659844,0.02313160254395865,0.021953595520358242,0.14
403,50,-0.03192516699594114,-0.02625708160567881,0.13479899536485876,0.13415576895058046,0.024593361175078588,0.025201154954381102,0.16
404,50,-0.03939121387632298,-0.028527629927546316,0.13849692931544483,0.13946888286303677,0.02481067625593591,0.02418607655196209,0.18
405,50,-0.03746751323299715,-0.02825523710817361,0.13858902948514393,0.14123271276669402,0.02526037617651512,0.027997476837437495,0.24
406,50,-0.02967895006224418,-0.026384919233971217,0.1363574988662721,0.13740211842214373,0.025762991360953374,0.024050424354972084,0.18
407,50,-0.03105511610368548,-0.02450319698299504,0.14016658946878852,0.14353818789577505,0.02712625196611787,0.029774458519722786,0.22
408,50,-0.0300958778168576,-0.02660802110106149,0.14081904714749122,0.13728873166368952,0.026827658064590584,0.02878724701182823,0.14
409,50,-0.03446092049996919,-0.02905539659275287,0.13956869332518537,0.1422966837658756,0.02586818227496796,0.026941948308055318,0.22
410,50,-0.02692809690408275,-0.025907352722261752,0.1343288539601511,0.13522172445402914,0.025888403650481687,0.026753136372635856,0.16
411,50,-0.03148422722785057,-0.0263120151246369,0.13061453346185625,0.1288085499697762,0.02348398962983286,0.023507067955753733,0.08
412,50,-0.03685338933902003,-0.026384919233971217,0.1354661288831676,0.1300187924553453,0.02449781550382495,0.025471624767084408,0.14
413,50,-0.02774072163092689,-0.024260611502796566,0.1390434541497239,0.1385915148834789,0.027444349425629677,0.02950992167746868,0.24
414,50,-0.03522972820606175,-0.03313602685976507,0.13853075492532457,0.1328637273726916,0.025189854249381593,0.026226210342044098,0.16
415,50,-0.024701234937955598,-0.02679611865828634,0.13638221625713895,0.1350885633243176,0.027066119126388486,0.02955218683959368,0.16
416,50,-0.033449137945728784,-0.029341963015017864,0.13759220276294987,0.13451984423465424,0.02555042017794726,0.02585946170330164,0.2
417,50,-0.03608893206389244,-0.027783373615106445,0.13594877272814365,0.13708500084013997,0.02456785115894262,0.025941312715183885,0.16
418,50,-0.04361599506986828,-0.03500947501542794,0.1381299603679464,0.1385398241572417,0.024284371275379853,0.026176694859663258,0.18
419,50,-0.02991825212361754,-0.02856527745704637,0.13109849557410738,0.12776940616789834,0.023763636838223648,0.023116389594352638,0.12
420,50,-0.037586054716554906,-0.03261110037184342,0.13892129588071908,0.13964032038762036,0.024684523417020977,0.02584922283075674,0.1
421,50,-0.03755071427417939,-0.0263249767055426,0.13892128367060824,0.13728873166368952,0.025657045664250845,0.02844395567485209,0.16
422,50,-0.04129914235412106,-0.030786550313777486,0.13729301640038194,0.13577157039703236,0.024268681505483603,0.025876371289180015,0.14
423,50,-0.03356598383962238,-0.029038852240576153,0.13445359340678964,0.13184959908119054,0.024048064037839323,0.02358754747227981,0.1
424,50,-0.0365662165852615,-0.027650464817697736,0.138295547765538,0.14122088392306428,0.025405105409447893,0.028122660059403982,0.22
425,50,-0.029928741869038714,-0.028370449148510446,0.14173257156648816,0.1427864574490646,0.027375753327069,0.029136519295563025,0.2
426,50,-0.03784583084278174,-0.027756313720390918,0.13455126347621696,0.13321056347974158,0.02404787871265,0.02475603758733494,0.18
427,50,-0.032595216025499966,-0.026676291977858358,0.13787016394053814,0.13669206068211887,0.026106894991233625,0.028527632011849265,0.2
428,50,-0.03909908971807085,-0.028911814652776133,0.12904835454378166,0.12353423085120643,0.022042606087155105,0.022504546496046156,0.16
429,50,-0.033573555147688214,-0.030197569101427745,0.14092505322099083,0.14079800745230026,0.02662909882137229,0.02972605900052552,0.22
430,50,-0.034130599878905425,-0.02739373586989641,0.1397972446267208,0.13994348908132348,0.026050526669859585,0.02686873065288329,0.26
431,50,-0.03601798589197577,-0.03027832979405717,0.13860117218048854,0.13591726411852795,0.025475969201806028,0.026766762796059013,0.2
432,50,-0.030405306265054787,-0.027859226835480616,0.12890945958868621,0.12498473087322548,0.023291511962643327,0.021710758853695507,0.14
